name,publisher,issn,h_index,keywords,subject_area,open_access,apc_usd,openalex_id,works_count,is_oa,is_in_doaj
Journal of Surgery Concepts & Practice,Journal of Surgery Concepts & Practice,,3,"cholangiocarcinoma and gallbladder cancer studies,gastric cancer management and outcomes,pancreatic and hepatic oncology research,hernia repair and management,organ transplantation techniques and outcomes",Cholangiocarcinoma and Gallbladder Cancer Studies,false,0,https://openalex.org/S2764920406,798,false,false
Engineering Technology and Quality Management,Engineering Technology and Quality Management,2992-9806,2,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,regional development and environment,educational reforms and innovations",Legal and Regulatory Analysis,false,0,https://openalex.org/S4387292641,798,false,false
International Journal of Advanced Science and Technology,International Journal of Advanced Science and Technology,2005-4238,32,"technology and data analysis,energy efficient wireless sensor networks,innovation in digital healthcare systems,technology adoption and user behaviour,cloud computing and resource management",Technology and Data Analysis,false,0,https://openalex.org/S2764346502,797,false,false
Chinese Journal of Diagnostic Pathology,Chinese Journal of Diagnostic Pathology,,3,"sarcoma diagnosis and treatment,lymphoma diagnosis and treatment,vascular tumors and angiosarcomas,medical imaging and pathology studies,soft tissue tumor case studies",Sarcoma Diagnosis and Treatment,false,0,https://openalex.org/S2765039413,797,false,false
Differential Equations and Dynamical Systems,Springer Science+Business Media,0971-3514,31,"nonlinear differential equations analysis,mathematical and theoretical epidemiology and ecology models,differential equations and numerical methods,fractional differential equations solutions,stability and controllability of differential equations",Nonlinear Differential Equations Analysis,false,2290,https://openalex.org/S185277176,796,false,false
Topografía y cartografía: Revista del Ilustre Colegio Oficial de Ingenieros Técnicos en Topografía,Topografía y cartografía: Revista del Ilustre Colegio Oficial de Ingenieros Técnicos en Topografía,,4,"environmental and ecological studies,urbanism, landscape, and tourism studies,historical and socio-economic studies of spain and related regions,archaeological and historical studies,3d surveying and cultural heritage",Environmental and Ecological Studies,false,0,https://openalex.org/S4306533060,796,false,false
Xiaoxing Weixing Jisuanji Xitong,Xiaoxing Weixing Jisuanji Xitong,,5,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,advanced algorithms and applications,advanced computing and algorithms",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306535071,796,false,false
Journal of Acupuncture Research,Journal of Acupuncture Research,2586-288X,15,"healthcare and venom research,acupuncture treatment research studies,traditional chinese medicine studies,medical research and treatments,facial nerve paralysis treatment and research",Healthcare and Venom Research,true,0,https://openalex.org/S4210195198,795,true,true
ADVANCED SCIENCES INDEX,ADVANCED SCIENCES INDEX,,57,"internet of things and ai,diverse scientific research studies,scientometrics and bibliometrics research,genetics, bioinformatics, and biomedical research,islamic finance and banking studies",Internet of Things and AI,false,0,https://openalex.org/S4306500761,795,false,false
Jutisi Jurnal Ilmiah Teknik Informatika dan Sistem Informasi,Jutisi Jurnal Ilmiah Teknik Informatika dan Sistem Informasi,2089-3787,6,"edcuational technology systems,decision support system applications,multimedia learning systems,information retrieval and data mining,blockchain technology in education and learning",Edcuational Technology Systems,false,0,https://openalex.org/S4387281783,795,false,false
International Journal of Computational Intelligence and Applications,Imperial College Press,1469-0268,36,"metaheuristic optimization algorithms research,neural networks and applications,evolutionary algorithms and applications,advanced multi-objective optimization algorithms,fuzzy logic and control systems",Metaheuristic Optimization Algorithms Research,false,0,https://openalex.org/S206936884,794,false,false
Compunet ( The Egyptian Information Journal ),Compunet ( The Egyptian Information Journal ),2356-9697,6,"linguistic, cultural, and literary studies,legal and regulatory analysis,military technology and strategies,big data and business intelligence,science, research, and medicine","Linguistic, Cultural, and Literary Studies",false,0,https://openalex.org/S4210188209,794,false,false
Surveying and Mapping of Geology and Mineral Resources,Surveying and Mapping of Geology and Mineral Resources,,3,"advanced computational techniques and applications,simulation and modeling applications,remote sensing and land use,geological modeling and analysis,geomechanics and mining engineering",Advanced Computational Techniques and Applications,false,0,https://openalex.org/S2764421303,793,false,false
Springer US,Springer US,,32,"advances in oncology and radiotherapy,particle physics theoretical and experimental studies,quantum chromodynamics and particle interactions,semantic web and ontologies,high-energy particle collisions research",Advances in Oncology and Radiotherapy,false,0,https://openalex.org/S2764986464,793,false,false
"電子情報通信学会論文誌. C, エレクトロニクス","電子情報通信学会論文誌. C, エレクトロニクス",,1,"legal and regulatory analysis,linguistic, cultural, and literary studies,military technology and strategies,advancements in semiconductor devices and circuit design,semiconductor materials and devices",Legal and Regulatory Analysis,false,0,https://openalex.org/S4306559792,793,false,false
TẠP CHÍ KHOA HỌC TRƯỜNG ĐẠI HỌC QUỐC TẾ HỒNG BÀNG,TẠP CHÍ KHOA HỌC TRƯỜNG ĐẠI HỌC QUỐC TẾ HỒNG BÀNG,2615-9686,3,"research studies in vietnam,geodetic measurements and engineering structures,phytochemistry and biological activities,vietnamese history and culture studies,essential oils and antimicrobial activity",Research studies in Vietnam,true,0,https://openalex.org/S4387288352,793,true,false
Analysis and Applications,World Scientific,0219-5305,40,"advanced mathematical modeling in engineering,nonlinear partial differential equations,advanced mathematical physics problems,mathematical functions and polynomials,numerical methods in inverse problems",Advanced Mathematical Modeling in Engineering,false,0,https://openalex.org/S44811899,793,false,false
Journal of bone oncology,Elsevier BV,2212-1366,52,"bone health and treatments,sarcoma diagnosis and treatment,management of metastatic bone disease,cancer diagnosis and treatment,bone tumor diagnosis and treatments",Bone health and treatments,true,1950,https://openalex.org/S2764562432,792,true,true
Nurse author & editor,Wiley,1054-2353,14,"academic writing and publishing,health sciences research and education,nursing education, practice, and leadership,scientometrics and bibliometrics research,meta-analysis and systematic reviews",Academic Writing and Publishing,true,0,https://openalex.org/S4210177451,792,true,false
